batch_id,step_id,step_code,step_name,sequence,step_start,step_end,duration_min,wait_before_min,target_temp_C,target_pH,equipment_id
B2025-00094,FILL-7,FILL,Fill/Pack,7,2025-03-21 07:14:00,2025-03-21 11:55:00,281,30,20,7.0,VIAL-1
B2025-00095,CHRG-1,CHRG,Charge,1,2025-03-20 17:00:00,2025-03-20 18:14:00,74,0,20,7.0,VIAL-1
B2025-00095,MIX-2,MIX,Mix,2,2025-03-20 18:14:00,2025-03-20 20:58:00,164,0,22,7.0,VIAL-1
B2025-00095,HEAT-3,HEAT,Heat,3,2025-03-20 21:58:00,2025-03-20 23:44:00,106,60,37,7.0,VIAL-1
B2025-00095,HOLD-4,HOLD,Hold,4,2025-03-21 00:14:00,2025-03-21 04:26:00,252,30,37,7.0,VIAL-1
B2025-00095,COOL-5,COOL,Cool,5,2025-03-21 05:56:00,2025-03-21 07:30:00,94,90,5,7.0,VIAL-1
B2025-00095,FLT-6,FLT,Filter,6,2025-03-21 07:30:00,2025-03-21 09:30:00,120,0,20,7.0,VIAL-1
B2025-00095,FILL-7,FILL,Fill/Pack,7,2025-03-21 09:30:00,2025-03-21 12:55:00,205,0,20,7.0,VIAL-1
B2025-00096,CHRG-1,CHRG,Charge,1,2025-03-29 10:00:00,2025-03-29 11:59:00,119,0,20,7.0,VIAL-1
B2025-00096,MIX-2,MIX,Mix,2,2025-03-29 13:29:00,2025-03-29 15:28:00,119,90,22,7.0,VIAL-1
B2025-00096,HEAT-3,HEAT,Heat,3,2025-03-29 16:58:00,2025-03-29 18:50:00,112,90,37,7.0,VIAL-1
B2025-00096,HOLD-4,HOLD,Hold,4,2025-03-29 19:20:00,2025-03-29 22:08:00,168,30,37,7.0,VIAL-1
B2025-00096,COOL-5,COOL,Cool,5,2025-03-29 23:08:00,2025-03-30 00:00:00,52,60,5,7.0,VIAL-1
B2025-00096,FLT-6,FLT,Filter,6,2025-03-30 00:00:00,2025-03-30 02:21:00,141,0,20,7.0,VIAL-1
B2025-00096,FILL-7,FILL,Fill/Pack,7,2025-03-30 02:21:00,2025-03-30 06:07:00,226,0,20,7.0,VIAL-1
B2025-00097,CHRG-1,CHRG,Charge,1,2025-03-20 09:00:00,2025-03-20 10:16:00,76,0,20,7.0,C-201
B2025-00097,MIX-2,MIX,Mix,2,2025-03-20 11:16:00,2025-03-20 14:38:00,202,60,22,7.0,C-201
B2025-00097,HEAT-3,HEAT,Heat,3,2025-03-20 15:38:00,2025-03-20 16:55:00,77,60,37,7.0,C-201
B2025-00097,HOLD-4,HOLD,Hold,4,2025-03-20 18:25:00,2025-03-20 22:38:00,253,90,37,7.0,C-201
B2025-00097,COOL-5,COOL,Cool,5,2025-03-20 23:38:00,2025-03-21 01:07:00,89,60,5,7.0,C-201
B2025-00097,FLT-6,FLT,Filter,6,2025-03-21 01:07:00,2025-03-21 03:29:00,142,0,20,7.0,C-201
B2025-00097,FILL-7,FILL,Fill/Pack,7,2025-03-21 04:59:00,2025-03-21 08:05:00,186,90,20,7.0,C-201
B2025-00098,CHRG-1,CHRG,Charge,1,2025-03-21 04:00:00,2025-03-21 05:28:00,88,0,20,7.0,C-201
B2025-00098,MIX-2,MIX,Mix,2,2025-03-21 06:28:00,2025-03-21 10:43:00,255,60,22,7.0,C-201
B2025-00098,HEAT-3,HEAT,Heat,3,2025-03-21 11:13:00,2025-03-21 12:45:00,92,30,37,7.0,C-201
B2025-00098,HOLD-4,HOLD,Hold,4,2025-03-21 12:45:00,2025-03-21 14:45:00,120,0,37,7.0,C-201
B2025-00098,COOL-5,COOL,Cool,5,2025-03-21 14:45:00,2025-03-21 16:03:00,78,0,5,7.0,C-201
B2025-00098,FLT-6,FLT,Filter,6,2025-03-21 16:03:00,2025-03-21 17:35:00,92,0,20,7.0,C-201
B2025-00098,FILL-7,FILL,Fill/Pack,7,2025-03-21 19:05:00,2025-03-21 20:35:00,90,90,20,7.0,C-201
B2025-00099,CHRG-1,CHRG,Charge,1,2025-03-21 06:00:00,2025-03-21 06:55:00,55,0,20,7.0,C-201
B2025-00099,MIX-2,MIX,Mix,2,2025-03-21 08:25:00,2025-03-21 11:04:00,159,90,22,7.0,C-201
B2025-00099,HEAT-3,HEAT,Heat,3,2025-03-21 11:34:00,2025-03-21 13:30:00,116,30,37,7.0,C-201
B2025-00099,HOLD-4,HOLD,Hold,4,2025-03-21 13:30:00,2025-03-21 18:46:00,316,0,37,7.0,C-201
B2025-00099,COOL-5,COOL,Cool,5,2025-03-21 19:16:00,2025-03-21 21:33:00,137,30,5,7.0,C-201
B2025-00099,FLT-6,FLT,Filter,6,2025-03-21 21:33:00,2025-03-22 00:25:00,172,0,20,7.0,C-201
B2025-00099,FILL-7,FILL,Fill/Pack,7,2025-03-22 01:55:00,2025-03-22 05:10:00,195,90,20,7.0,C-201
B2025-00100,CHRG-1,CHRG,Charge,1,2025-03-21 07:00:00,2025-03-21 08:31:00,91,0,20,7.0,F-301
B2025-00100,MIX-2,MIX,Mix,2,2025-03-21 09:31:00,2025-03-21 12:35:00,184,60,22,7.0,F-301
B2025-00100,HEAT-3,HEAT,Heat,3,2025-03-21 12:35:00,2025-03-21 15:56:00,201,0,37,7.0,F-301
B2025-00100,HOLD-4,HOLD,Hold,4,2025-03-21 17:26:00,2025-03-21 21:10:00,224,90,37,7.0,F-301
B2025-00100,COOL-5,COOL,Cool,5,2025-03-21 21:40:00,2025-03-21 23:12:00,92,30,5,7.0,F-301
B2025-00100,FLT-6,FLT,Filter,6,2025-03-21 23:12:00,2025-03-22 01:20:00,128,0,20,7.0,F-301
B2025-00100,FILL-7,FILL,Fill/Pack,7,2025-03-22 02:20:00,2025-03-22 04:57:00,157,60,20,7.0,F-301
B2025-00101,CHRG-1,CHRG,Charge,1,2025-03-22 15:00:00,2025-03-22 16:50:00,110,0,20,7.0,F-301
B2025-00101,MIX-2,MIX,Mix,2,2025-03-22 16:50:00,2025-03-22 21:04:00,254,0,22,7.0,F-301
B2025-00101,HEAT-3,HEAT,Heat,3,2025-03-22 21:04:00,2025-03-22 22:48:00,104,0,37,7.0,F-301
B2025-00101,HOLD-4,HOLD,Hold,4,2025-03-23 00:18:00,2025-03-23 03:48:00,210,90,37,7.0,F-301
B2025-00101,COOL-5,COOL,Cool,5,2025-03-23 04:48:00,2025-03-23 06:25:00,97,60,5,7.0,F-301
B2025-00101,FLT-6,FLT,Filter,6,2025-03-23 06:55:00,2025-03-23 08:32:00,97,30,20,7.0,F-301
B2025-00101,FILL-7,FILL,Fill/Pack,7,2025-03-23 09:02:00,2025-03-23 11:24:00,142,30,20,7.0,F-301
B2025-00102,CHRG-1,CHRG,Charge,1,2025-03-29 06:00:00,2025-03-29 08:13:00,133,0,20,7.0,VIAL-2
B2025-00102,MIX-2,MIX,Mix,2,2025-03-29 08:13:00,2025-03-29 10:16:00,123,0,22,7.0,VIAL-2
B2025-00102,HEAT-3,HEAT,Heat,3,2025-03-29 11:16:00,2025-03-29 12:59:00,103,60,37,7.0,VIAL-2
B2025-00102,HOLD-4,HOLD,Hold,4,2025-03-29 12:59:00,2025-03-29 17:20:00,261,0,37,7.0,VIAL-2
B2025-00102,COOL-5,COOL,Cool,5,2025-03-29 18:50:00,2025-03-29 19:58:00,68,90,5,7.0,VIAL-2
B2025-00102,FLT-6,FLT,Filter,6,2025-03-29 20:58:00,2025-03-29 23:23:00,145,60,20,7.0,VIAL-2
B2025-00102,FILL-7,FILL,Fill/Pack,7,2025-03-29 23:23:00,2025-03-30 03:42:00,259,0,20,7.0,VIAL-2
B2025-00103,CHRG-1,CHRG,Charge,1,2025-03-30 01:00:00,2025-03-30 03:22:00,142,0,20,7.0,VIAL-1
B2025-00103,MIX-2,MIX,Mix,2,2025-03-30 03:22:00,2025-03-30 06:51:00,209,0,22,7.0,VIAL-1
B2025-00103,HEAT-3,HEAT,Heat,3,2025-03-30 07:21:00,2025-03-30 09:42:00,141,30,37,7.0,VIAL-1
B2025-00103,HOLD-4,HOLD,Hold,4,2025-03-30 10:42:00,2025-03-30 16:13:00,331,60,37,7.0,VIAL-1
B2025-00103,COOL-5,COOL,Cool,5,2025-03-30 16:13:00,2025-03-30 17:33:00,80,0,5,7.0,VIAL-1
B2025-00103,FLT-6,FLT,Filter,6,2025-03-30 18:03:00,2025-03-30 19:36:00,93,30,20,7.0,VIAL-1
B2025-00103,FILL-7,FILL,Fill/Pack,7,2025-03-30 19:36:00,2025-03-30 21:47:00,131,0,20,7.0,VIAL-1
B2025-00104,CHRG-1,CHRG,Charge,1,2025-03-31 16:00:00,2025-03-31 17:22:00,82,0,20,7.0,VIAL-2
B2025-00104,MIX-2,MIX,Mix,2,2025-03-31 17:22:00,2025-03-31 20:39:00,197,0,22,7.0,VIAL-2
B2025-00104,HEAT-3,HEAT,Heat,3,2025-03-31 20:39:00,2025-03-31 23:12:00,153,0,37,7.0,VIAL-2
B2025-00104,HOLD-4,HOLD,Hold,4,2025-03-31 23:42:00,2025-04-01 04:52:00,310,30,37,7.0,VIAL-2
B2025-00104,COOL-5,COOL,Cool,5,2025-04-01 04:52:00,2025-04-01 06:07:00,75,0,5,7.0,VIAL-2
B2025-00104,FLT-6,FLT,Filter,6,2025-04-01 06:37:00,2025-04-01 08:31:00,114,30,20,7.0,VIAL-2
B2025-00104,FILL-7,FILL,Fill/Pack,7,2025-04-01 09:31:00,2025-04-01 12:46:00,195,60,20,7.0,VIAL-2
B2025-00105,CHRG-1,CHRG,Charge,1,2025-04-01 04:00:00,2025-04-01 05:49:00,109,0,20,7.0,VIAL-2
B2025-00105,MIX-2,MIX,Mix,2,2025-04-01 05:49:00,2025-04-01 10:04:00,255,0,22,7.0,VIAL-2
B2025-00105,HEAT-3,HEAT,Heat,3,2025-04-01 10:04:00,2025-04-01 12:10:00,126,0,37,7.0,VIAL-2
B2025-00105,HOLD-4,HOLD,Hold,4,2025-04-01 12:10:00,2025-04-01 14:52:00,162,0,37,7.0,VIAL-2
B2025-00105,COOL-5,COOL,Cool,5,2025-04-01 14:52:00,2025-04-01 16:33:00,101,0,5,7.0,VIAL-2
B2025-00105,FLT-6,FLT,Filter,6,2025-04-01 16:33:00,2025-04-01 18:11:00,98,0,20,7.0,VIAL-2
B2025-00105,FILL-7,FILL,Fill/Pack,7,2025-04-01 18:11:00,2025-04-01 20:44:00,153,0,20,7.0,VIAL-2
B2025-00106,CHRG-1,CHRG,Charge,1,2025-04-01 13:00:00,2025-04-01 15:04:00,124,0,20,7.0,VIAL-2
B2025-00106,MIX-2,MIX,Mix,2,2025-04-01 15:04:00,2025-04-01 16:45:00,101,0,22,7.0,VIAL-2
B2025-00106,HEAT-3,HEAT,Heat,3,2025-04-01 16:45:00,2025-04-01 18:47:00,122,0,37,7.0,VIAL-2
B2025-00106,HOLD-4,HOLD,Hold,4,2025-04-01 18:47:00,2025-04-02 01:40:00,413,0,37,7.0,VIAL-2
B2025-00106,COOL-5,COOL,Cool,5,2025-04-02 01:40:00,2025-04-02 03:28:00,108,0,5,7.0,VIAL-2
B2025-00106,FLT-6,FLT,Filter,6,2025-04-02 03:58:00,2025-04-02 06:10:00,132,30,20,7.0,VIAL-2
B2025-00106,FILL-7,FILL,Fill/Pack,7,2025-04-02 07:40:00,2025-04-02 11:35:00,235,90,20,7.0,VIAL-2
B2025-00107,CHRG-1,CHRG,Charge,1,2025-04-04 00:00:00,2025-04-04 01:55:00,115,0,20,7.0,VIAL-2
B2025-00107,MIX-2,MIX,Mix,2,2025-04-04 01:55:00,2025-04-04 04:11:00,136,0,22,7.0,VIAL-2
B2025-00107,HEAT-3,HEAT,Heat,3,2025-04-04 04:11:00,2025-04-04 07:07:00,176,0,37,7.0,VIAL-2
B2025-00107,HOLD-4,HOLD,Hold,4,2025-04-04 08:07:00,2025-04-04 11:38:00,211,60,37,7.0,VIAL-2
B2025-00107,COOL-5,COOL,Cool,5,2025-04-04 13:08:00,2025-04-04 14:45:00,97,90,5,7.0,VIAL-2
B2025-00107,FLT-6,FLT,Filter,6,2025-04-04 15:45:00,2025-04-04 17:03:00,78,60,20,7.0,VIAL-2
B2025-00107,FILL-7,FILL,Fill/Pack,7,2025-04-04 18:03:00,2025-04-04 21:46:00,223,60,20,7.0,VIAL-2
B2025-00108,CHRG-1,CHRG,Charge,1,2025-04-07 14:00:00,2025-04-07 16:19:00,139,0,20,7.0,VIAL-2
B2025-00108,MIX-2,MIX,Mix,2,2025-04-07 16:19:00,2025-04-07 18:15:00,116,0,22,7.0,VIAL-2
B2025-00108,HEAT-3,HEAT,Heat,3,2025-04-07 18:15:00,2025-04-07 19:41:00,86,0,37,7.0,VIAL-2
B2025-00108,HOLD-4,HOLD,Hold,4,2025-04-07 19:41:00,2025-04-07 23:10:00,209,0,37,7.0,VIAL-2
B2025-00108,COOL-5,COOL,Cool,5,2025-04-07 23:10:00,2025-04-08 00:20:00,70,0,5,7.0,VIAL-2
B2025-00108,FLT-6,FLT,Filter,6,2025-04-08 00:20:00,2025-04-08 01:53:00,93,0,20,7.0,VIAL-2
B2025-00108,FILL-7,FILL,Fill/Pack,7,2025-04-08 02:23:00,2025-04-08 03:59:00,96,30,20,7.0,VIAL-2
B2025-00109,CHRG-1,CHRG,Charge,1,2025-04-08 00:00:00,2025-04-08 02:29:00,149,0,20,7.0,VIAL-2
B2025-00109,MIX-2,MIX,Mix,2,2025-04-08 02:29:00,2025-04-08 04:52:00,143,0,22,7.0,VIAL-2
B2025-00109,HEAT-3,HEAT,Heat,3,2025-04-08 04:52:00,2025-04-08 07:42:00,170,0,37,7.0,VIAL-2
B2025-00109,HOLD-4,HOLD,Hold,4,2025-04-08 08:12:00,2025-04-08 11:34:00,202,30,37,7.0,VIAL-2
B2025-00109,COOL-5,COOL,Cool,5,2025-04-08 12:34:00,2025-04-08 14:09:00,95,60,5,7.0,VIAL-2
B2025-00109,FLT-6,FLT,Filter,6,2025-04-08 15:09:00,2025-04-08 16:42:00,93,60,20,7.0,VIAL-2
B2025-00109,FILL-7,FILL,Fill/Pack,7,2025-04-08 16:42:00,2025-04-08 22:31:00,349,0,20,7.0,VIAL-2
B2025-00110,CHRG-1,CHRG,Charge,1,2025-04-10 22:00:00,2025-04-11 00:38:00,158,0,20,7.0,VIAL-1
B2025-00110,MIX-2,MIX,Mix,2,2025-04-11 02:08:00,2025-04-11 07:01:00,293,90,22,7.0,VIAL-1
B2025-00110,HEAT-3,HEAT,Heat,3,2025-04-11 07:01:00,2025-04-11 09:40:00,159,0,37,7.0,VIAL-1
B2025-00110,HOLD-4,HOLD,Hold,4,2025-04-11 09:40:00,2025-04-11 12:58:00,198,0,37,7.0,VIAL-1
B2025-00110,COOL-5,COOL,Cool,5,2025-04-11 13:28:00,2025-04-11 15:23:00,115,30,5,7.0,VIAL-1
B2025-00110,FLT-6,FLT,Filter,6,2025-04-11 15:23:00,2025-04-11 17:22:00,119,0,20,7.0,VIAL-1
B2025-00110,FILL-7,FILL,Fill/Pack,7,2025-04-11 18:22:00,2025-04-11 22:48:00,266,60,20,7.0,VIAL-1
B2025-00111,CHRG-1,CHRG,Charge,1,2025-04-02 21:00:00,2025-04-02 22:59:00,119,0,20,7.0,F-301
B2025-00111,MIX-2,MIX,Mix,2,2025-04-02 22:59:00,2025-04-03 02:39:00,220,0,22,7.0,F-301
B2025-00111,HEAT-3,HEAT,Heat,3,2025-04-03 03:39:00,2025-04-03 04:31:00,52,60,37,7.0,F-301
B2025-00111,HOLD-4,HOLD,Hold,4,2025-04-03 05:31:00,2025-04-03 10:36:00,305,60,37,7.0,F-301
B2025-00111,COOL-5,COOL,Cool,5,2025-04-03 11:36:00,2025-04-03 12:55:00,79,60,5,7.0,F-301
B2025-00111,FLT-6,FLT,Filter,6,2025-04-03 13:55:00,2025-04-03 15:26:00,91,60,20,7.0,F-301
B2025-00111,FILL-7,FILL,Fill/Pack,7,2025-04-03 16:26:00,2025-04-03 18:45:00,139,60,20,7.0,F-301
B2025-00112,CHRG-1,CHRG,Charge,1,2025-04-09 13:00:00,2025-04-09 14:47:00,107,0,20,7.0,F-301
B2025-00112,MIX-2,MIX,Mix,2,2025-04-09 14:47:00,2025-04-09 20:01:00,314,0,22,7.0,F-301
B2025-00112,HEAT-3,HEAT,Heat,3,2025-04-09 21:31:00,2025-04-09 22:57:00,86,90,37,7.0,F-301
B2025-00112,HOLD-4,HOLD,Hold,4,2025-04-09 23:27:00,2025-04-10 03:03:00,216,30,37,7.0,F-301
B2025-00112,COOL-5,COOL,Cool,5,2025-04-10 03:03:00,2025-04-10 04:40:00,97,0,5,7.0,F-301
B2025-00112,FLT-6,FLT,Filter,6,2025-04-10 04:40:00,2025-04-10 07:29:00,169,0,20,7.0,F-301
B2025-00112,FILL-7,FILL,Fill/Pack,7,2025-04-10 08:59:00,2025-04-10 11:43:00,164,90,20,7.0,F-301
B2025-00113,CHRG-1,CHRG,Charge,1,2025-04-10 02:00:00,2025-04-10 02:58:00,58,0,20,7.0,C-201
B2025-00113,MIX-2,MIX,Mix,2,2025-04-10 02:58:00,2025-04-10 05:04:00,126,0,22,7.0,C-201
B2025-00113,HEAT-3,HEAT,Heat,3,2025-04-10 05:04:00,2025-04-10 06:46:00,102,0,37,7.0,C-201
B2025-00113,HOLD-4,HOLD,Hold,4,2025-04-10 08:16:00,2025-04-10 13:18:00,302,90,37,7.0,C-201
B2025-00113,COOL-5,COOL,Cool,5,2025-04-10 14:48:00,2025-04-10 15:38:00,50,90,5,7.0,C-201
B2025-00113,FLT-6,FLT,Filter,6,2025-04-10 17:08:00,2025-04-10 19:14:00,126,90,20,7.0,C-201
B2025-00113,FILL-7,FILL,Fill/Pack,7,2025-04-10 19:14:00,2025-04-10 23:19:00,245,0,20,7.0,C-201
B2025-00114,CHRG-1,CHRG,Charge,1,2025-04-02 01:00:00,2025-04-02 03:16:00,136,0,20,7.0,VIAL-2
B2025-00114,MIX-2,MIX,Mix,2,2025-04-02 04:46:00,2025-04-02 06:54:00,128,90,22,7.0,VIAL-2
B2025-00114,HEAT-3,HEAT,Heat,3,2025-04-02 06:54:00,2025-04-02 08:52:00,118,0,37,7.0,VIAL-2
B2025-00114,HOLD-4,HOLD,Hold,4,2025-04-02 10:22:00,2025-04-02 14:37:00,255,90,37,7.0,VIAL-2
B2025-00114,COOL-5,COOL,Cool,5,2025-04-02 15:07:00,2025-04-02 16:27:00,80,30,5,7.0,VIAL-2
B2025-00114,FLT-6,FLT,Filter,6,2025-04-02 17:57:00,2025-04-02 18:47:00,50,90,20,7.0,VIAL-2
B2025-00114,FILL-7,FILL,Fill/Pack,7,2025-04-02 19:17:00,2025-04-02 22:08:00,171,30,20,7.0,VIAL-2
B2025-00115,CHRG-1,CHRG,Charge,1,2025-04-05 17:00:00,2025-04-05 18:41:00,101,0,20,7.0,VIAL-1
B2025-00115,MIX-2,MIX,Mix,2,2025-04-05 18:41:00,2025-04-05 21:12:00,151,0,22,7.0,VIAL-1
B2025-00115,HEAT-3,HEAT,Heat,3,2025-04-05 22:42:00,2025-04-06 00:55:00,133,90,37,7.0,VIAL-1
B2025-00115,HOLD-4,HOLD,Hold,4,2025-04-06 01:25:00,2025-04-06 05:33:00,248,30,37,7.0,VIAL-1
B2025-00115,COOL-5,COOL,Cool,5,2025-04-06 05:33:00,2025-04-06 06:40:00,67,0,5,7.0,VIAL-1
B2025-00115,FLT-6,FLT,Filter,6,2025-04-06 06:40:00,2025-04-06 08:11:00,91,0,20,7.0,VIAL-1
B2025-00115,FILL-7,FILL,Fill/Pack,7,2025-04-06 08:11:00,2025-04-06 11:31:00,200,0,20,7.0,VIAL-1
B2025-00116,CHRG-1,CHRG,Charge,1,2025-04-11 10:00:00,2025-04-11 12:24:00,144,0,20,7.0,VIAL-1
B2025-00116,MIX-2,MIX,Mix,2,2025-04-11 12:24:00,2025-04-11 14:57:00,153,0,22,7.0,VIAL-1
B2025-00116,HEAT-3,HEAT,Heat,3,2025-04-11 14:57:00,2025-04-11 16:56:00,119,0,37,7.0,VIAL-1
B2025-00116,HOLD-4,HOLD,Hold,4,2025-04-11 16:56:00,2025-04-11 21:03:00,247,0,37,7.0,VIAL-1
B2025-00116,COOL-5,COOL,Cool,5,2025-04-11 22:03:00,2025-04-11 23:07:00,64,60,5,7.0,VIAL-1
B2025-00116,FLT-6,FLT,Filter,6,2025-04-11 23:37:00,2025-04-12 00:47:00,70,30,20,7.0,VIAL-1
B2025-00116,FILL-7,FILL,Fill/Pack,7,2025-04-12 01:47:00,2025-04-12 03:59:00,132,60,20,7.0,VIAL-1
B2025-00117,CHRG-1,CHRG,Charge,1,2025-04-07 20:00:00,2025-04-07 20:56:00,56,0,20,7.0,VIAL-2
B2025-00117,MIX-2,MIX,Mix,2,2025-04-07 20:56:00,2025-04-07 23:29:00,153,0,22,7.0,VIAL-2
B2025-00117,HEAT-3,HEAT,Heat,3,2025-04-07 23:29:00,2025-04-08 02:01:00,152,0,37,7.0,VIAL-2
B2025-00117,HOLD-4,HOLD,Hold,4,2025-04-08 02:31:00,2025-04-08 05:15:00,164,30,37,7.0,VIAL-2
B2025-00117,COOL-5,COOL,Cool,5,2025-04-08 05:45:00,2025-04-08 07:23:00,98,30,5,7.0,VIAL-2
B2025-00117,FLT-6,FLT,Filter,6,2025-04-08 08:53:00,2025-04-08 10:12:00,79,90,20,7.0,VIAL-2
B2025-00117,FILL-7,FILL,Fill/Pack,7,2025-04-08 10:42:00,2025-04-08 14:09:00,207,30,20,7.0,VIAL-2
B2025-00118,CHRG-1,CHRG,Charge,1,2025-04-10 09:00:00,2025-04-10 10:10:00,70,0,20,7.0,VIAL-2
B2025-00118,MIX-2,MIX,Mix,2,2025-04-10 10:10:00,2025-04-10 13:21:00,191,0,22,7.0,VIAL-2
B2025-00118,HEAT-3,HEAT,Heat,3,2025-04-10 13:21:00,2025-04-10 16:10:00,169,0,37,7.0,VIAL-2
B2025-00118,HOLD-4,HOLD,Hold,4,2025-04-10 16:40:00,2025-04-10 19:36:00,176,30,37,7.0,VIAL-2
B2025-00118,COOL-5,COOL,Cool,5,2025-04-10 21:06:00,2025-04-10 22:37:00,91,90,5,7.0,VIAL-2
B2025-00118,FLT-6,FLT,Filter,6,2025-04-10 23:07:00,2025-04-11 01:23:00,136,30,20,7.0,VIAL-2
B2025-00118,FILL-7,FILL,Fill/Pack,7,2025-04-11 01:23:00,2025-04-11 05:04:00,221,0,20,7.0,VIAL-2
B2025-00119,CHRG-1,CHRG,Charge,1,2025-04-12 01:00:00,2025-04-12 02:05:00,65,0,20,7.0,VIAL-1
B2025-00119,MIX-2,MIX,Mix,2,2025-04-12 03:35:00,2025-04-12 04:49:00,74,90,22,7.0,VIAL-1
B2025-00119,HEAT-3,HEAT,Heat,3,2025-04-12 05:19:00,2025-04-12 07:35:00,136,30,37,7.0,VIAL-1
B2025-00119,HOLD-4,HOLD,Hold,4,2025-04-12 07:35:00,2025-04-12 12:49:00,314,0,37,7.0,VIAL-1
B2025-00119,COOL-5,COOL,Cool,5,2025-04-12 13:19:00,2025-04-12 14:03:00,44,30,5,7.0,VIAL-1
B2025-00119,FLT-6,FLT,Filter,6,2025-04-12 15:03:00,2025-04-12 16:31:00,88,60,20,7.0,VIAL-1
B2025-00119,FILL-7,FILL,Fill/Pack,7,2025-04-12 16:31:00,2025-04-12 20:07:00,216,0,20,7.0,VIAL-1
B2025-00120,CHRG-1,CHRG,Charge,1,2025-04-17 10:00:00,2025-04-17 12:15:00,135,0,20,7.0,VIAL-2
B2025-00120,MIX-2,MIX,Mix,2,2025-04-17 12:15:00,2025-04-17 14:43:00,148,0,22,7.0,VIAL-2
B2025-00120,HEAT-3,HEAT,Heat,3,2025-04-17 14:43:00,2025-04-17 16:17:00,94,0,37,7.0,VIAL-2
B2025-00120,HOLD-4,HOLD,Hold,4,2025-04-17 16:17:00,2025-04-17 19:44:00,207,0,37,7.0,VIAL-2
B2025-00120,COOL-5,COOL,Cool,5,2025-04-17 21:14:00,2025-04-17 22:21:00,67,90,5,7.0,VIAL-2
B2025-00120,FLT-6,FLT,Filter,6,2025-04-17 22:21:00,2025-04-18 00:25:00,124,0,20,7.0,VIAL-2
B2025-00120,FILL-7,FILL,Fill/Pack,7,2025-04-18 00:25:00,2025-04-18 05:18:00,293,0,20,7.0,VIAL-2
B2025-00121,CHRG-1,CHRG,Charge,1,2025-04-22 05:00:00,2025-04-22 06:18:00,78,0,20,7.0,COAT-1
B2025-00121,MIX-2,MIX,Mix,2,2025-04-22 07:18:00,2025-04-22 09:15:00,117,60,22,7.0,COAT-1
B2025-00121,HEAT-3,HEAT,Heat,3,2025-04-22 09:45:00,2025-04-22 11:10:00,85,30,37,7.0,COAT-1
B2025-00121,FLT-4,FLT,Filter,4,2025-04-22 11:10:00,2025-04-22 13:07:00,117,0,20,7.0,COAT-1
B2025-00121,FILL-5,FILL,Fill/Pack,5,2025-04-22 14:37:00,2025-04-22 17:53:00,196,90,20,7.0,COAT-1
B2025-00122,CHRG-1,CHRG,Charge,1,2025-04-23 01:00:00,2025-04-23 01:38:00,38,0,20,7.0,TAB-1
B2025-00122,MIX-2,MIX,Mix,2,2025-04-23 01:38:00,2025-04-23 04:16:00,158,0,22,7.0,TAB-1
B2025-00122,HEAT-3,HEAT,Heat,3,2025-04-23 05:46:00,2025-04-23 06:59:00,73,90,37,7.0,TAB-1
B2025-00122,FLT-4,FLT,Filter,4,2025-04-23 08:29:00,2025-04-23 09:47:00,78,90,20,7.0,TAB-1
B2025-00122,FILL-5,FILL,Fill/Pack,5,2025-04-23 10:17:00,2025-04-23 14:25:00,248,30,20,7.0,TAB-1
B2025-00123,CHRG-1,CHRG,Charge,1,2025-04-23 11:00:00,2025-04-23 12:09:00,69,0,20,7.0,TAB-1
B2025-00123,MIX-2,MIX,Mix,2,2025-04-23 12:09:00,2025-04-23 13:42:00,93,0,22,7.0,TAB-1
B2025-00123,HEAT-3,HEAT,Heat,3,2025-04-23 13:42:00,2025-04-23 14:56:00,74,0,37,7.0,TAB-1
B2025-00123,FLT-4,FLT,Filter,4,2025-04-23 15:56:00,2025-04-23 16:57:00,61,60,20,7.0,TAB-1
B2025-00123,FILL-5,FILL,Fill/Pack,5,2025-04-23 18:27:00,2025-04-23 21:09:00,162,90,20,7.0,TAB-1
B2025-00124,CHRG-1,CHRG,Charge,1,2025-04-16 04:00:00,2025-04-16 05:03:00,63,0,20,7.0,F-301
B2025-00124,MIX-2,MIX,Mix,2,2025-04-16 05:33:00,2025-04-16 07:57:00,144,30,22,7.0,F-301
B2025-00124,HEAT-3,HEAT,Heat,3,2025-04-16 08:57:00,2025-04-16 11:04:00,127,60,37,7.0,F-301
B2025-00124,HOLD-4,HOLD,Hold,4,2025-04-16 11:04:00,2025-04-16 15:18:00,254,0,37,7.0,F-301
B2025-00124,COOL-5,COOL,Cool,5,2025-04-16 16:18:00,2025-04-16 17:54:00,96,60,5,7.0,F-301
B2025-00124,FLT-6,FLT,Filter,6,2025-04-16 17:54:00,2025-04-16 20:14:00,140,0,20,7.0,F-301
B2025-00124,FILL-7,FILL,Fill/Pack,7,2025-04-16 21:44:00,2025-04-17 00:44:00,180,90,20,7.0,F-301
B2025-00125,CHRG-1,CHRG,Charge,1,2025-04-16 07:00:00,2025-04-16 09:08:00,128,0,20,7.0,F-301
B2025-00125,MIX-2,MIX,Mix,2,2025-04-16 09:08:00,2025-04-16 15:39:00,391,0,22,7.0,F-301
B2025-00125,HEAT-3,HEAT,Heat,3,2025-04-16 16:09:00,2025-04-16 18:31:00,142,30,37,7.0,F-301
B2025-00125,HOLD-4,HOLD,Hold,4,2025-04-16 18:31:00,2025-04-16 22:55:00,264,0,37,7.0,F-301
