sample_id,batch_id,material_id,test_name,analyte,result_value,unit,spec_low,spec_high,result_status,sampled_ts,received_ts,approved_ts,analyst_id,tat_days
S-B2025-00096-Assay,B2025-00096,FG-MAB1-FILL,Assay,API,100.5425,%,95.0,105.0,PASS,2025-03-30 03:07:00,2025-03-30 07:07:00,2025-03-31 16:54:00.870712,AN005,1.5743156332407409
S-B2025-00096-Impurity A,B2025-00096,FG-MAB1-FILL,Impurity A,Imp A,0.01,%,0.0,0.5,PASS,2025-03-30 03:07:00,2025-03-30 07:07:00,2025-03-31 16:54:00.870712,AN006,1.5743156332407409
S-B2025-00096-pH,B2025-00096,FG-MAB1-FILL,pH,pH,7.0846,,6.8,7.4,PASS,2025-03-30 03:07:00,2025-03-30 07:07:00,2025-03-31 16:54:00.870712,AN004,1.5743156332407409
S-B2025-00096-Endotoxin,B2025-00096,FG-MAB1-FILL,Endotoxin,EU/mL,0.0165,EU/mL,0.0,0.25,PASS,2025-03-30 03:07:00,2025-03-30 07:07:00,2025-03-31 16:54:00.870712,AN005,1.5743156332407409
S-B2025-00096-Bioburden,B2025-00096,FG-MAB1-FILL,Bioburden,CFU/mL,1.2597,CFU/mL,0.0,10.0,PASS,2025-03-30 03:07:00,2025-03-30 07:07:00,2025-03-31 16:54:00.870712,AN014,1.5743156332407409
S-B2025-00097-Assay,B2025-00097,FG-MAB1,Assay,API,99.2794,%,95.0,105.0,PASS,2025-03-21 01:05:00,2025-03-21 04:05:00,2025-03-22 22:32:03.324230,AN009,1.8937884748842593
S-B2025-00097-Impurity A,B2025-00097,FG-MAB1,Impurity A,Imp A,0.0306,%,0.0,0.5,PASS,2025-03-21 01:05:00,2025-03-21 04:05:00,2025-03-22 22:32:03.324230,AN005,1.8937884748842593
S-B2025-00097-pH,B2025-00097,FG-MAB1,pH,pH,7.2059,,6.8,7.4,PASS,2025-03-21 01:05:00,2025-03-21 04:05:00,2025-03-22 22:32:03.324230,AN020,1.8937884748842593
S-B2025-00097-Endotoxin,B2025-00097,FG-MAB1,Endotoxin,EU/mL,0.0492,EU/mL,0.0,0.25,PASS,2025-03-21 01:05:00,2025-03-21 04:05:00,2025-03-22 22:32:03.324230,AN020,1.8937884748842593
S-B2025-00097-Bioburden,B2025-00097,FG-MAB1,Bioburden,CFU/mL,1.065,CFU/mL,0.0,10.0,PASS,2025-03-21 01:05:00,2025-03-21 04:05:00,2025-03-22 22:32:03.324230,AN001,1.8937884748842593
S-B2025-00098-Assay,B2025-00098,FG-MAB1,Assay,API,100.0905,%,95.0,105.0,PASS,2025-03-21 14:35:00,2025-03-21 15:35:00,2025-03-23 10:01:41.102448,AN017,1.8101979449999999
S-B2025-00098-Impurity A,B2025-00098,FG-MAB1,Impurity A,Imp A,0.0796,%,0.0,0.5,PASS,2025-03-21 14:35:00,2025-03-21 15:35:00,2025-03-23 10:01:41.102448,AN012,1.8101979449999999
S-B2025-00098-pH,B2025-00098,FG-MAB1,pH,pH,6.9507,,6.8,7.4,PASS,2025-03-21 14:35:00,2025-03-21 15:35:00,2025-03-23 10:01:41.102448,AN016,1.8101979449999999
S-B2025-00098-Endotoxin,B2025-00098,FG-MAB1,Endotoxin,EU/mL,0.0083,EU/mL,0.0,0.25,PASS,2025-03-21 14:35:00,2025-03-21 15:35:00,2025-03-23 10:01:41.102448,AN002,1.8101979449999999
S-B2025-00098-Bioburden,B2025-00098,FG-MAB1,Bioburden,CFU/mL,0.9752,CFU/mL,0.0,10.0,PASS,2025-03-21 14:35:00,2025-03-21 15:35:00,2025-03-23 10:01:41.102448,AN009,1.8101979449999999
S-B2025-00099-Assay,B2025-00099,FG-MAB1,Assay,API,97.7218,%,95.0,105.0,PASS,2025-03-21 22:10:00,2025-03-22 00:10:00,2025-03-23 02:17:51.933388,AN007,1.1721288586574075
S-B2025-00099-Impurity A,B2025-00099,FG-MAB1,Impurity A,Imp A,0.2359,%,0.0,0.5,PASS,2025-03-21 22:10:00,2025-03-22 00:10:00,2025-03-23 02:17:51.933388,AN015,1.1721288586574075
S-B2025-00099-pH,B2025-00099,FG-MAB1,pH,pH,6.9898,,6.8,7.4,PASS,2025-03-21 22:10:00,2025-03-22 00:10:00,2025-03-23 02:17:51.933388,AN011,1.1721288586574075
S-B2025-00099-Endotoxin,B2025-00099,FG-MAB1,Endotoxin,EU/mL,0.0087,EU/mL,0.0,0.25,PASS,2025-03-21 22:10:00,2025-03-22 00:10:00,2025-03-23 02:17:51.933388,AN014,1.1721288586574075
S-B2025-00099-Bioburden,B2025-00099,FG-MAB1,Bioburden,CFU/mL,0.3006,CFU/mL,0.0,10.0,PASS,2025-03-21 22:10:00,2025-03-22 00:10:00,2025-03-23 02:17:51.933388,AN013,1.1721288586574075
S-B2025-00100-Assay,B2025-00100,FG-MAB1,Assay,API,99.9394,%,95.0,105.0,PASS,2025-03-21 22:57:00,2025-03-22 02:57:00,2025-03-23 19:49:58.762552,AN020,1.870124566574074
S-B2025-00100-Impurity A,B2025-00100,FG-MAB1,Impurity A,Imp A,0.1206,%,0.0,0.5,PASS,2025-03-21 22:57:00,2025-03-22 02:57:00,2025-03-23 19:49:58.762552,AN002,1.870124566574074
S-B2025-00100-pH,B2025-00100,FG-MAB1,pH,pH,7.2,,6.8,7.4,PASS,2025-03-21 22:57:00,2025-03-22 02:57:00,2025-03-23 19:49:58.762552,AN002,1.870124566574074
S-B2025-00100-Endotoxin,B2025-00100,FG-MAB1,Endotoxin,EU/mL,0.0319,EU/mL,0.0,0.25,PASS,2025-03-21 22:57:00,2025-03-22 02:57:00,2025-03-23 19:49:58.762552,AN018,1.870124566574074
S-B2025-00100-Bioburden,B2025-00100,FG-MAB1,Bioburden,CFU/mL,1.8522,CFU/mL,0.0,10.0,PASS,2025-03-21 22:57:00,2025-03-22 02:57:00,2025-03-23 19:49:58.762552,AN018,1.870124566574074
S-B2025-00101-Assay,B2025-00101,FG-MAB1,Assay,API,101.7191,%,95.0,105.0,PASS,2025-03-23 04:24:00,2025-03-23 09:24:00,2025-03-24 21:43:29.685705,AN007,1.721871362326389
S-B2025-00101-Impurity A,B2025-00101,FG-MAB1,Impurity A,Imp A,0.0041,%,0.0,0.5,PASS,2025-03-23 04:24:00,2025-03-23 09:24:00,2025-03-24 21:43:29.685705,AN010,1.721871362326389
S-B2025-00101-pH,B2025-00101,FG-MAB1,pH,pH,7.0333,,6.8,7.4,PASS,2025-03-23 04:24:00,2025-03-23 09:24:00,2025-03-24 21:43:29.685705,AN006,1.721871362326389
S-B2025-00101-Endotoxin,B2025-00101,FG-MAB1,Endotoxin,EU/mL,0.0566,EU/mL,0.0,0.25,PASS,2025-03-23 04:24:00,2025-03-23 09:24:00,2025-03-24 21:43:29.685705,AN002,1.721871362326389
S-B2025-00101-Bioburden,B2025-00101,FG-MAB1,Bioburden,CFU/mL,0.1502,CFU/mL,0.0,10.0,PASS,2025-03-23 04:24:00,2025-03-23 09:24:00,2025-03-24 21:43:29.685705,AN015,1.721871362326389
S-B2025-00102-Assay,B2025-00102,FG-MAB1-FILL,Assay,API,100.23,%,95.0,105.0,PASS,2025-03-29 19:42:00,2025-03-29 20:42:00,2025-03-31 17:09:51.044778,AN019,1.8943407960416667
S-B2025-00102-Impurity A,B2025-00102,FG-MAB1-FILL,Impurity A,Imp A,0.1458,%,0.0,0.5,PASS,2025-03-29 19:42:00,2025-03-29 20:42:00,2025-03-31 17:09:51.044778,AN005,1.8943407960416667
S-B2025-00102-pH,B2025-00102,FG-MAB1-FILL,pH,pH,6.9235,,6.8,7.4,PASS,2025-03-29 19:42:00,2025-03-29 20:42:00,2025-03-31 17:09:51.044778,AN001,1.8943407960416667
S-B2025-00102-Endotoxin,B2025-00102,FG-MAB1-FILL,Endotoxin,EU/mL,0.0745,EU/mL,0.0,0.25,PASS,2025-03-29 19:42:00,2025-03-29 20:42:00,2025-03-31 17:09:51.044778,AN007,1.8943407960416667
S-B2025-00102-Bioburden,B2025-00102,FG-MAB1-FILL,Bioburden,CFU/mL,1.8394,CFU/mL,0.0,10.0,PASS,2025-03-29 19:42:00,2025-03-29 20:42:00,2025-03-31 17:09:51.044778,AN011,1.8943407960416667
S-B2025-00103-Assay,B2025-00103,FG-MAB1-FILL,Assay,API,97.8943,%,95.0,105.0,PASS,2025-03-30 18:47:00,2025-03-31 00:47:00,2025-04-01 12:28:09.989557,AN015,1.7369211754282408
S-B2025-00103-Impurity A,B2025-00103,FG-MAB1-FILL,Impurity A,Imp A,0.0505,%,0.0,0.5,PASS,2025-03-30 18:47:00,2025-03-31 00:47:00,2025-04-01 12:28:09.989557,AN013,1.7369211754282408
S-B2025-00103-pH,B2025-00103,FG-MAB1-FILL,pH,pH,6.9249,,6.8,7.4,PASS,2025-03-30 18:47:00,2025-03-31 00:47:00,2025-04-01 12:28:09.989557,AN020,1.7369211754282408
S-B2025-00103-Endotoxin,B2025-00103,FG-MAB1-FILL,Endotoxin,EU/mL,0.0715,EU/mL,0.0,0.25,PASS,2025-03-30 18:47:00,2025-03-31 00:47:00,2025-04-01 12:28:09.989557,AN013,1.7369211754282408
S-B2025-00103-Bioburden,B2025-00103,FG-MAB1-FILL,Bioburden,CFU/mL,6.1023,CFU/mL,0.0,10.0,PASS,2025-03-30 18:47:00,2025-03-31 00:47:00,2025-04-01 12:28:09.989557,AN011,1.7369211754282408
S-B2025-00104-Assay,B2025-00104,FG-MAB1-FILL,Assay,API,98.9423,%,95.0,105.0,PASS,2025-04-01 09:46:00,2025-04-01 11:46:00,2025-04-03 04:58:06.404930,AN002,1.8000741311342592
S-B2025-00104-Impurity A,B2025-00104,FG-MAB1-FILL,Impurity A,Imp A,0.069,%,0.0,0.5,PASS,2025-04-01 09:46:00,2025-04-01 11:46:00,2025-04-03 04:58:06.404930,AN015,1.8000741311342592
S-B2025-00104-pH,B2025-00104,FG-MAB1-FILL,pH,pH,7.0169,,6.8,7.4,PASS,2025-04-01 09:46:00,2025-04-01 11:46:00,2025-04-03 04:58:06.404930,AN005,1.8000741311342592
S-B2025-00104-Endotoxin,B2025-00104,FG-MAB1-FILL,Endotoxin,EU/mL,0.5737,EU/mL,0.0,0.25,OOS,2025-04-01 09:46:00,2025-04-01 11:46:00,2025-04-03 04:58:06.404930,AN009,1.8000741311342592
S-B2025-00104-Bioburden,B2025-00104,FG-MAB1-FILL,Bioburden,CFU/mL,10.5091,CFU/mL,0.0,10.0,OOT,2025-04-01 09:46:00,2025-04-01 11:46:00,2025-04-03 04:58:06.404930,AN016,1.8000741311342592
S-B2025-00105-Assay,B2025-00105,FG-MAB1-FILL,Assay,API,97.6059,%,95.0,105.0,PASS,2025-04-01 19:44:00,2025-04-02 00:44:00,2025-04-04 01:09:49.454431,AN019,2.2262668336921294
S-B2025-00105-Impurity A,B2025-00105,FG-MAB1-FILL,Impurity A,Imp A,0.0772,%,0.0,0.5,PASS,2025-04-01 19:44:00,2025-04-02 00:44:00,2025-04-04 01:09:49.454431,AN015,2.2262668336921294
S-B2025-00105-pH,B2025-00105,FG-MAB1-FILL,pH,pH,6.9819,,6.8,7.4,PASS,2025-04-01 19:44:00,2025-04-02 00:44:00,2025-04-04 01:09:49.454431,AN008,2.2262668336921294
S-B2025-00105-Endotoxin,B2025-00105,FG-MAB1-FILL,Endotoxin,EU/mL,0.0746,EU/mL,0.0,0.25,PASS,2025-04-01 19:44:00,2025-04-02 00:44:00,2025-04-04 01:09:49.454431,AN018,2.2262668336921294
S-B2025-00105-Bioburden,B2025-00105,FG-MAB1-FILL,Bioburden,CFU/mL,1.5089,CFU/mL,0.0,10.0,PASS,2025-04-01 19:44:00,2025-04-02 00:44:00,2025-04-04 01:09:49.454431,AN006,2.2262668336921294
S-B2025-00106-Assay,B2025-00106,FG-MAB1-FILL,Assay,API,99.0377,%,95.0,105.0,PASS,2025-04-02 08:35:00,2025-04-02 09:35:00,2025-04-03 16:36:33.042638,AN002,1.3344102157175926
S-B2025-00106-Impurity A,B2025-00106,FG-MAB1-FILL,Impurity A,Imp A,0.0226,%,0.0,0.5,PASS,2025-04-02 08:35:00,2025-04-02 09:35:00,2025-04-03 16:36:33.042638,AN010,1.3344102157175926
S-B2025-00106-pH,B2025-00106,FG-MAB1-FILL,pH,pH,7.3158,,6.8,7.4,PASS,2025-04-02 08:35:00,2025-04-02 09:35:00,2025-04-03 16:36:33.042638,AN004,1.3344102157175926
S-B2025-00106-Endotoxin,B2025-00106,FG-MAB1-FILL,Endotoxin,EU/mL,0.0511,EU/mL,0.0,0.25,PASS,2025-04-02 08:35:00,2025-04-02 09:35:00,2025-04-03 16:36:33.042638,AN010,1.3344102157175926
S-B2025-00106-Bioburden,B2025-00106,FG-MAB1-FILL,Bioburden,CFU/mL,2.2402,CFU/mL,0.0,10.0,PASS,2025-04-02 08:35:00,2025-04-02 09:35:00,2025-04-03 16:36:33.042638,AN020,1.3344102157175926
S-B2025-00107-Assay,B2025-00107,FG-MAB1-FILL,Assay,API,99.5815,%,95.0,105.0,PASS,2025-04-04 18:46:00,2025-04-04 22:46:00,2025-04-06 06:04:45.908332,AN002,1.4713646797685187
S-B2025-00107-Impurity A,B2025-00107,FG-MAB1-FILL,Impurity A,Imp A,0.0313,%,0.0,0.5,PASS,2025-04-04 18:46:00,2025-04-04 22:46:00,2025-04-06 06:04:45.908332,AN012,1.4713646797685187
S-B2025-00107-pH,B2025-00107,FG-MAB1-FILL,pH,pH,7.25,,6.8,7.4,PASS,2025-04-04 18:46:00,2025-04-04 22:46:00,2025-04-06 06:04:45.908332,AN014,1.4713646797685187
S-B2025-00107-Endotoxin,B2025-00107,FG-MAB1-FILL,Endotoxin,EU/mL,0.0605,EU/mL,0.0,0.25,PASS,2025-04-04 18:46:00,2025-04-04 22:46:00,2025-04-06 06:04:45.908332,AN016,1.4713646797685187
S-B2025-00107-Bioburden,B2025-00107,FG-MAB1-FILL,Bioburden,CFU/mL,1.2105,CFU/mL,0.0,10.0,PASS,2025-04-04 18:46:00,2025-04-04 22:46:00,2025-04-06 06:04:45.908332,AN009,1.4713646797685187
S-B2025-00108-Assay,B2025-00108,FG-MAB1-FILL,Assay,API,100.8692,%,95.0,105.0,PASS,2025-04-07 21:59:00,2025-04-08 02:59:00,2025-04-10 02:05:20.187039,AN007,2.1710669796180557
S-B2025-00108-Impurity A,B2025-00108,FG-MAB1-FILL,Impurity A,Imp A,0.1412,%,0.0,0.5,PASS,2025-04-07 21:59:00,2025-04-08 02:59:00,2025-04-10 02:05:20.187039,AN017,2.1710669796180557
S-B2025-00108-pH,B2025-00108,FG-MAB1-FILL,pH,pH,7.0409,,6.8,7.4,PASS,2025-04-07 21:59:00,2025-04-08 02:59:00,2025-04-10 02:05:20.187039,AN020,2.1710669796180557
S-B2025-00108-Endotoxin,B2025-00108,FG-MAB1-FILL,Endotoxin,EU/mL,0.0655,EU/mL,0.0,0.25,PASS,2025-04-07 21:59:00,2025-04-08 02:59:00,2025-04-10 02:05:20.187039,AN010,2.1710669796180557
S-B2025-00108-Bioburden,B2025-00108,FG-MAB1-FILL,Bioburden,CFU/mL,2.2847,CFU/mL,0.0,10.0,PASS,2025-04-07 21:59:00,2025-04-08 02:59:00,2025-04-10 02:05:20.187039,AN009,2.1710669796180557
S-B2025-00109-Assay,B2025-00109,FG-MAB1-FILL,Assay,API,97.2047,%,95.0,105.0,PASS,2025-04-08 16:31:00,2025-04-08 18:31:00,2025-04-10 06:45:45.530393,AN016,1.5935825276967592
S-B2025-00109-Impurity A,B2025-00109,FG-MAB1-FILL,Impurity A,Imp A,0.0902,%,0.0,0.5,PASS,2025-04-08 16:31:00,2025-04-08 18:31:00,2025-04-10 06:45:45.530393,AN020,1.5935825276967592
S-B2025-00109-pH,B2025-00109,FG-MAB1-FILL,pH,pH,7.0391,,6.8,7.4,PASS,2025-04-08 16:31:00,2025-04-08 18:31:00,2025-04-10 06:45:45.530393,AN007,1.5935825276967592
S-B2025-00109-Endotoxin,B2025-00109,FG-MAB1-FILL,Endotoxin,EU/mL,0.2769,EU/mL,0.0,0.25,OOT,2025-04-08 16:31:00,2025-04-08 18:31:00,2025-04-10 06:45:45.530393,AN004,1.5935825276967592
S-B2025-00109-Bioburden,B2025-00109,FG-MAB1-FILL,Bioburden,CFU/mL,0.0534,CFU/mL,0.0,10.0,PASS,2025-04-08 16:31:00,2025-04-08 18:31:00,2025-04-10 06:45:45.530393,AN020,1.5935825276967592
S-B2025-00110-Assay,B2025-00110,FG-MAB1-FILL,Assay,API,102.2018,%,95.0,105.0,PASS,2025-04-11 15:48:00,2025-04-11 19:48:00,2025-04-13 12:03:06.903019,AN007,1.8438298960532407
S-B2025-00110-Impurity A,B2025-00110,FG-MAB1-FILL,Impurity A,Imp A,0.5639,%,0.0,0.5,OOT,2025-04-11 15:48:00,2025-04-11 19:48:00,2025-04-13 12:03:06.903019,AN010,1.8438298960532407
S-B2025-00110-pH,B2025-00110,FG-MAB1-FILL,pH,pH,6.9696,,6.8,7.4,PASS,2025-04-11 15:48:00,2025-04-11 19:48:00,2025-04-13 12:03:06.903019,AN010,1.8438298960532407
S-B2025-00110-Endotoxin,B2025-00110,FG-MAB1-FILL,Endotoxin,EU/mL,0.0446,EU/mL,0.0,0.25,PASS,2025-04-11 15:48:00,2025-04-11 19:48:00,2025-04-13 12:03:06.903019,AN001,1.8438298960532407
S-B2025-00110-Bioburden,B2025-00110,FG-MAB1-FILL,Bioburden,CFU/mL,0.4613,CFU/mL,0.0,10.0,PASS,2025-04-11 15:48:00,2025-04-11 19:48:00,2025-04-13 12:03:06.903019,AN013,1.8438298960532407
S-B2025-00111-Assay,B2025-00111,FG-MAB1,Assay,API,100.2014,%,95.0,105.0,PASS,2025-04-03 17:45:00,2025-04-03 19:45:00,2025-04-05 01:22:45.792615,AN016,1.3178911182291666
S-B2025-00111-Impurity A,B2025-00111,FG-MAB1,Impurity A,Imp A,0.0128,%,0.0,0.5,PASS,2025-04-03 17:45:00,2025-04-03 19:45:00,2025-04-05 01:22:45.792615,AN005,1.3178911182291666
S-B2025-00111-pH,B2025-00111,FG-MAB1,pH,pH,7.096,,6.8,7.4,PASS,2025-04-03 17:45:00,2025-04-03 19:45:00,2025-04-05 01:22:45.792615,AN018,1.3178911182291666
S-B2025-00111-Endotoxin,B2025-00111,FG-MAB1,Endotoxin,EU/mL,0.01,EU/mL,0.0,0.25,PASS,2025-04-03 17:45:00,2025-04-03 19:45:00,2025-04-05 01:22:45.792615,AN014,1.3178911182291666
S-B2025-00111-Bioburden,B2025-00111,FG-MAB1,Bioburden,CFU/mL,2.7547,CFU/mL,0.0,10.0,PASS,2025-04-03 17:45:00,2025-04-03 19:45:00,2025-04-05 01:22:45.792615,AN017,1.3178911182291666
S-B2025-00112-Assay,B2025-00112,FG-MAB1,Assay,API,100.3718,%,95.0,105.0,PASS,2025-04-10 06:43:00,2025-04-10 11:43:00,2025-04-11 22:08:32.708672,AN018,1.6427396837037038
S-B2025-00112-Impurity A,B2025-00112,FG-MAB1,Impurity A,Imp A,0.6056,%,0.0,0.5,OOT,2025-04-10 06:43:00,2025-04-10 11:43:00,2025-04-11 22:08:32.708672,AN011,1.6427396837037038
S-B2025-00112-pH,B2025-00112,FG-MAB1,pH,pH,7.018,,6.8,7.4,PASS,2025-04-10 06:43:00,2025-04-10 11:43:00,2025-04-11 22:08:32.708672,AN012,1.6427396837037038
S-B2025-00112-Endotoxin,B2025-00112,FG-MAB1,Endotoxin,EU/mL,0.0514,EU/mL,0.0,0.25,PASS,2025-04-10 06:43:00,2025-04-10 11:43:00,2025-04-11 22:08:32.708672,AN001,1.6427396837037038
S-B2025-00112-Bioburden,B2025-00112,FG-MAB1,Bioburden,CFU/mL,0.631,CFU/mL,0.0,10.0,PASS,2025-04-10 06:43:00,2025-04-10 11:43:00,2025-04-11 22:08:32.708672,AN018,1.6427396837037038
S-B2025-00113-Assay,B2025-00113,FG-MAB1,Assay,API,100.7344,%,95.0,105.0,PASS,2025-04-10 20:19:00,2025-04-11 01:19:00,2025-04-12 10:06:34.830060,AN004,1.5747086812500002
S-B2025-00113-Impurity A,B2025-00113,FG-MAB1,Impurity A,Imp A,0.187,%,0.0,0.5,PASS,2025-04-10 20:19:00,2025-04-11 01:19:00,2025-04-12 10:06:34.830060,AN011,1.5747086812500002
S-B2025-00113-pH,B2025-00113,FG-MAB1,pH,pH,6.9876,,6.8,7.4,PASS,2025-04-10 20:19:00,2025-04-11 01:19:00,2025-04-12 10:06:34.830060,AN003,1.5747086812500002
S-B2025-00113-Endotoxin,B2025-00113,FG-MAB1,Endotoxin,EU/mL,0.0394,EU/mL,0.0,0.25,PASS,2025-04-10 20:19:00,2025-04-11 01:19:00,2025-04-12 10:06:34.830060,AN015,1.5747086812500002
S-B2025-00113-Bioburden,B2025-00113,FG-MAB1,Bioburden,CFU/mL,3.3388,CFU/mL,0.0,10.0,PASS,2025-04-10 20:19:00,2025-04-11 01:19:00,2025-04-12 10:06:34.830060,AN017,1.5747086812500002
S-B2025-00114-Assay,B2025-00114,FG-MAB1-FILL,Assay,API,100.5549,%,95.0,105.0,PASS,2025-04-02 17:08:00,2025-04-02 19:08:00,2025-04-04 01:51:57.793869,AN007,1.3638633549652779
S-B2025-00114-Impurity A,B2025-00114,FG-MAB1-FILL,Impurity A,Imp A,0.0543,%,0.0,0.5,PASS,2025-04-02 17:08:00,2025-04-02 19:08:00,2025-04-04 01:51:57.793869,AN001,1.3638633549652779
S-B2025-00114-pH,B2025-00114,FG-MAB1-FILL,pH,pH,7.0092,,6.8,7.4,PASS,2025-04-02 17:08:00,2025-04-02 19:08:00,2025-04-04 01:51:57.793869,AN005,1.3638633549652779
S-B2025-00114-Endotoxin,B2025-00114,FG-MAB1-FILL,Endotoxin,EU/mL,0.0431,EU/mL,0.0,0.25,PASS,2025-04-02 17:08:00,2025-04-02 19:08:00,2025-04-04 01:51:57.793869,AN017,1.3638633549652779
S-B2025-00114-Bioburden,B2025-00114,FG-MAB1-FILL,Bioburden,CFU/mL,1.722,CFU/mL,0.0,10.0,PASS,2025-04-02 17:08:00,2025-04-02 19:08:00,2025-04-04 01:51:57.793869,AN004,1.3638633549652779
S-B2025-00115-Assay,B2025-00115,FG-MAB1-FILL,Assay,API,102.5373,%,95.0,105.0,PASS,2025-04-06 08:31:00,2025-04-06 10:31:00,2025-04-07 09:37:38.319461,AN017,1.046276845613426
S-B2025-00115-Impurity A,B2025-00115,FG-MAB1-FILL,Impurity A,Imp A,0.1118,%,0.0,0.5,PASS,2025-04-06 08:31:00,2025-04-06 10:31:00,2025-04-07 09:37:38.319461,AN002,1.046276845613426
S-B2025-00115-pH,B2025-00115,FG-MAB1-FILL,pH,pH,7.0435,,6.8,7.4,PASS,2025-04-06 08:31:00,2025-04-06 10:31:00,2025-04-07 09:37:38.319461,AN003,1.046276845613426
S-B2025-00115-Endotoxin,B2025-00115,FG-MAB1-FILL,Endotoxin,EU/mL,0.0297,EU/mL,0.0,0.25,PASS,2025-04-06 08:31:00,2025-04-06 10:31:00,2025-04-07 09:37:38.319461,AN004,1.046276845613426
S-B2025-00115-Bioburden,B2025-00115,FG-MAB1-FILL,Bioburden,CFU/mL,3.1593,CFU/mL,0.0,10.0,PASS,2025-04-06 08:31:00,2025-04-06 10:31:00,2025-04-07 09:37:38.319461,AN010,1.046276845613426
S-B2025-00116-Assay,B2025-00116,FG-MAB1-FILL,Assay,API,98.7045,%,95.0,105.0,PASS,2025-04-12 02:59:00,2025-04-12 07:59:00,2025-04-14 01:24:03.605415,AN007,1.9340695071180556
S-B2025-00116-Impurity A,B2025-00116,FG-MAB1-FILL,Impurity A,Imp A,0.2129,%,0.0,0.5,PASS,2025-04-12 02:59:00,2025-04-12 07:59:00,2025-04-14 01:24:03.605415,AN009,1.9340695071180556
S-B2025-00116-pH,B2025-00116,FG-MAB1-FILL,pH,pH,7.2234,,6.8,7.4,PASS,2025-04-12 02:59:00,2025-04-12 07:59:00,2025-04-14 01:24:03.605415,AN004,1.9340695071180556
S-B2025-00116-Endotoxin,B2025-00116,FG-MAB1-FILL,Endotoxin,EU/mL,0.081,EU/mL,0.0,0.25,PASS,2025-04-12 02:59:00,2025-04-12 07:59:00,2025-04-14 01:24:03.605415,AN004,1.9340695071180556
S-B2025-00116-Bioburden,B2025-00116,FG-MAB1-FILL,Bioburden,CFU/mL,10.2275,CFU/mL,0.0,10.0,OOT,2025-04-12 02:59:00,2025-04-12 07:59:00,2025-04-14 01:24:03.605415,AN017,1.9340695071180556
S-B2025-00117-Assay,B2025-00117,FG-MAB1-FILL,Assay,API,101.6712,%,95.0,105.0,PASS,2025-04-08 12:09:00,2025-04-08 14:09:00,2025-04-09 20:39:16.231163,AN009,1.354354527349537
S-B2025-00117-Impurity A,B2025-00117,FG-MAB1-FILL,Impurity A,Imp A,0.1742,%,0.0,0.5,PASS,2025-04-08 12:09:00,2025-04-08 14:09:00,2025-04-09 20:39:16.231163,AN010,1.354354527349537
S-B2025-00117-pH,B2025-00117,FG-MAB1-FILL,pH,pH,7.4021,,6.8,7.4,PASS,2025-04-08 12:09:00,2025-04-08 14:09:00,2025-04-09 20:39:16.231163,AN010,1.354354527349537
S-B2025-00117-Endotoxin,B2025-00117,FG-MAB1-FILL,Endotoxin,EU/mL,0.0632,EU/mL,0.0,0.25,PASS,2025-04-08 12:09:00,2025-04-08 14:09:00,2025-04-09 20:39:16.231163,AN015,1.354354527349537
S-B2025-00117-Bioburden,B2025-00117,FG-MAB1-FILL,Bioburden,CFU/mL,1.5681,CFU/mL,0.0,10.0,PASS,2025-04-08 12:09:00,2025-04-08 14:09:00,2025-04-09 20:39:16.231163,AN002,1.354354527349537
S-B2025-00118-Assay,B2025-00118,FG-MAB1-FILL,Assay,API,99.0142,%,95.0,105.0,PASS,2025-04-11 03:04:00,2025-04-11 07:04:00,2025-04-12 21:07:38.159162,AN006,1.752524990300926
S-B2025-00118-Impurity A,B2025-00118,FG-MAB1-FILL,Impurity A,Imp A,0.1301,%,0.0,0.5,PASS,2025-04-11 03:04:00,2025-04-11 07:04:00,2025-04-12 21:07:38.159162,AN015,1.752524990300926
S-B2025-00118-pH,B2025-00118,FG-MAB1-FILL,pH,pH,7.048,,6.8,7.4,PASS,2025-04-11 03:04:00,2025-04-11 07:04:00,2025-04-12 21:07:38.159162,AN007,1.752524990300926
S-B2025-00118-Endotoxin,B2025-00118,FG-MAB1-FILL,Endotoxin,EU/mL,0.0123,EU/mL,0.0,0.25,PASS,2025-04-11 03:04:00,2025-04-11 07:04:00,2025-04-12 21:07:38.159162,AN018,1.752524990300926
S-B2025-00118-Bioburden,B2025-00118,FG-MAB1-FILL,Bioburden,CFU/mL,1.8722,CFU/mL,0.0,10.0,PASS,2025-04-11 03:04:00,2025-04-11 07:04:00,2025-04-12 21:07:38.159162,AN015,1.752524990300926
S-B2025-00119-Assay,B2025-00119,FG-MAB1-FILL,Assay,API,99.2123,%,95.0,105.0,PASS,2025-04-12 17:07:00,2025-04-12 18:07:00,2025-04-14 04:02:06.949926,AN015,1.4549415500694445
S-B2025-00119-Impurity A,B2025-00119,FG-MAB1-FILL,Impurity A,Imp A,0.2146,%,0.0,0.5,PASS,2025-04-12 17:07:00,2025-04-12 18:07:00,2025-04-14 04:02:06.949926,AN015,1.4549415500694445
S-B2025-00119-pH,B2025-00119,FG-MAB1-FILL,pH,pH,6.9523,,6.8,7.4,PASS,2025-04-12 17:07:00,2025-04-12 18:07:00,2025-04-14 04:02:06.949926,AN005,1.4549415500694445
S-B2025-00119-Endotoxin,B2025-00119,FG-MAB1-FILL,Endotoxin,EU/mL,0.0577,EU/mL,0.0,0.25,PASS,2025-04-12 17:07:00,2025-04-12 18:07:00,2025-04-14 04:02:06.949926,AN012,1.4549415500694445
