move_id,batch_id,material_id,qty_issued,uom,issue_date,storage_location,lot_id
GM-2025-000551,B2025-00066,RM-010,29.81,kg,2025-03-02 13:00:00,RAW1,LOT-RM-018-0240
GM-2025-000552,B2025-00066,RM-006,43.02,kg,2025-03-02 02:00:00,HAZ,LOT-RM-024-0018
GM-2025-000553,B2025-00067,RM-023,51.07,kg,2025-03-03 22:00:00,COLD,LOT-RM-024-0179
GM-2025-000554,B2025-00067,RM-009,44.08,pcs,2025-03-04 05:00:00,HAZ,LOT-RM-025-0206
GM-2025-000555,B2025-00067,RM-003,44.42,kg,2025-03-04 03:00:00,RAW1,LOT-RM-003-0065
GM-2025-000556,B2025-00067,RM-013,57.48,L,2025-03-04 06:00:00,RAW1,LOT-RM-024-0179
GM-2025-000557,B2025-00067,RM-007,51.54,kg,2025-03-04 02:00:00,HAZ,LOT-RM-009-0045
GM-2025-000558,B2025-00067,RM-021,63.31,kg,2025-03-03 21:00:00,COLD,LOT-RM-021-0219
GM-2025-000559,B2025-00067,RM-002,42.9,pcs,2025-03-03 03:00:00,RAW1,LOT-RM-015-0075
GM-2025-000560,B2025-00068,RM-018,62.07,kg,2025-03-07 00:00:00,RAW1,LOT-RM-020-0176
GM-2025-000561,B2025-00068,RM-009,33.11,pcs,2025-03-06 06:00:00,RAW1,LOT-RM-015-0051
GM-2025-000562,B2025-00068,RM-006,66.84,kg,2025-03-07 03:00:00,HAZ,LOT-RM-003-0064
GM-2025-000563,B2025-00068,RM-019,27.38,pcs,2025-03-05 21:00:00,HAZ,LOT-RM-018-0199
GM-2025-000564,B2025-00068,RM-015,57.35,L,2025-03-07 20:00:00,RAW2,LOT-RM-018-0198
GM-2025-000565,B2025-00068,RM-011,55.73,L,2025-03-06 21:00:00,RAW1,LOT-RM-016-0078
GM-2025-000566,B2025-00068,RM-017,40.19,pcs,2025-03-06 08:00:00,RAW2,LOT-RM-003-0088
GM-2025-000567,B2025-00068,RM-010,36.18,kg,2025-03-07 16:00:00,HAZ,LOT-RM-022-0059
GM-2025-000568,B2025-00068,RM-020,58.17,pcs,2025-03-07 18:00:00,HAZ,LOT-RM-001-0207
GM-2025-000569,B2025-00068,RM-012,68.38,pcs,2025-03-07 17:00:00,RAW1,LOT-RM-013-0026
GM-2025-000570,B2025-00069,RM-002,66.04,pcs,2025-03-02 11:00:00,RAW2,LOT-RM-011-0190
GM-2025-000571,B2025-00069,RM-007,52.71,kg,2025-03-03 17:00:00,RAW1,LOT-RM-009-0113
GM-2025-000572,B2025-00069,RM-018,76.75,kg,2025-03-03 10:00:00,COLD,LOT-RM-022-0204
GM-2025-000573,B2025-00069,RM-024,55.33,L,2025-03-03 23:00:00,HAZ,LOT-RM-008-0006
GM-2025-000574,B2025-00069,RM-016,45.07,L,2025-03-04 00:00:00,COLD,LOT-RM-001-0163
GM-2025-000575,B2025-00069,RM-004,53.47,kg,2025-03-03 13:00:00,RAW1,LOT-RM-002-0108
GM-2025-000576,B2025-00069,RM-010,55.71,kg,2025-03-03 09:00:00,RAW1,LOT-RM-012-0072
GM-2025-000577,B2025-00070,RM-010,58.31,kg,2025-03-04 04:00:00,HAZ,LOT-RM-024-0018
GM-2025-000578,B2025-00070,RM-025,50.83,pcs,2025-03-02 21:00:00,RAW1,LOT-RM-009-0068
GM-2025-000579,B2025-00070,RM-024,41.05,L,2025-03-04 11:00:00,COLD,LOT-RM-022-0122
GM-2025-000580,B2025-00070,RM-018,64.72,kg,2025-03-03 18:00:00,RAW2,LOT-RM-011-0233
GM-2025-000581,B2025-00070,RM-017,48.23,pcs,2025-03-03 01:00:00,RAW1,LOT-RM-011-0007
GM-2025-000582,B2025-00070,RM-015,34.49,L,2025-03-03 03:00:00,RAW1,LOT-RM-024-0147
GM-2025-000583,B2025-00070,RM-023,54.96,kg,2025-03-03 04:00:00,RAW2,LOT-RM-012-0115
GM-2025-000584,B2025-00070,RM-013,57.65,L,2025-03-04 11:00:00,COLD,LOT-RM-021-0143
GM-2025-000585,B2025-00070,RM-007,46.29,kg,2025-03-03 09:00:00,HAZ,LOT-RM-024-0018
GM-2025-000586,B2025-00070,RM-019,38.32,pcs,2025-03-04 11:00:00,RAW2,LOT-RM-006-0150
GM-2025-000587,B2025-00070,RM-014,46.34,L,2025-03-03 19:00:00,RAW1,LOT-RM-021-0144
GM-2025-000588,B2025-00071,RM-001,33.23,pcs,2025-03-04 18:00:00,RAW2,LOT-RM-002-0038
GM-2025-000589,B2025-00071,RM-024,40.53,L,2025-03-04 23:00:00,RAW2,LOT-RM-013-0192
GM-2025-000590,B2025-00071,RM-010,60.27,kg,2025-03-06 00:00:00,HAZ,LOT-RM-004-0003
GM-2025-000591,B2025-00071,RM-006,33.12,kg,2025-03-05 03:00:00,RAW1,LOT-RM-006-0131
GM-2025-000592,B2025-00071,RM-021,86.69,kg,2025-03-04 04:00:00,RAW1,LOT-RM-010-0135
GM-2025-000593,B2025-00072,RM-019,22.66,pcs,2025-03-06 13:00:00,RAW1,LOT-RM-016-0078
GM-2025-000594,B2025-00072,RM-024,50.04,L,2025-03-05 08:00:00,COLD,LOT-RM-014-0236
GM-2025-000595,B2025-00072,RM-014,75.7,L,2025-03-05 15:00:00,HAZ,LOT-RM-025-0206
GM-2025-000596,B2025-00072,RM-013,59.08,L,2025-03-05 13:00:00,RAW2,LOT-RM-014-0170
GM-2025-000597,B2025-00072,RM-016,20.56,L,2025-03-06 06:00:00,HAZ,LOT-RM-022-0123
GM-2025-000598,B2025-00072,RM-006,48.17,kg,2025-03-05 13:00:00,RAW1,LOT-RM-009-0045
GM-2025-000599,B2025-00072,RM-007,56.02,kg,2025-03-06 00:00:00,RAW1,LOT-RM-002-0038
GM-2025-000600,B2025-00072,RM-018,51.75,kg,2025-03-06 18:00:00,RAW2,LOT-RM-021-0220
GM-2025-000601,B2025-00072,RM-001,31.55,pcs,2025-03-06 08:00:00,RAW2,LOT-RM-023-0221
GM-2025-000602,B2025-00073,RM-001,25.76,pcs,2025-03-06 16:00:00,RAW1,LOT-RM-023-0145
GM-2025-000603,B2025-00073,RM-017,51.26,pcs,2025-03-05 20:00:00,RAW2,LOT-RM-017-0161
GM-2025-000604,B2025-00073,RM-005,55.21,pcs,2025-03-07 10:00:00,HAZ,LOT-RM-013-0215
GM-2025-000605,B2025-00073,RM-023,44.95,kg,2025-03-07 02:00:00,COLD,LOT-RM-018-0241
GM-2025-000606,B2025-00073,RM-011,55.94,L,2025-03-06 00:00:00,COLD,LOT-RM-025-0105
GM-2025-000607,B2025-00073,RM-021,76.58,kg,2025-03-05 13:00:00,HAZ,LOT-RM-015-0011
GM-2025-000608,B2025-00074,RM-008,67.03,kg,2025-03-07 09:00:00,RAW1,LOT-RM-014-0050
GM-2025-000609,B2025-00074,RM-004,93.98,kg,2025-03-08 02:00:00,COLD,LOT-RM-018-0101
GM-2025-000610,B2025-00074,RM-018,75.15,kg,2025-03-07 12:00:00,RAW2,LOT-RM-013-0192
GM-2025-000611,B2025-00074,RM-014,52.93,L,2025-03-06 16:00:00,HAZ,LOT-RM-015-0158
GM-2025-000612,B2025-00074,RM-024,53.5,L,2025-03-07 16:00:00,HAZ,LOT-RM-007-0166
GM-2025-000613,B2025-00074,RM-025,59.34,pcs,2025-03-08 08:00:00,RAW2,LOT-RM-025-0062
GM-2025-000614,B2025-00074,RM-011,51.89,L,2025-03-07 22:00:00,COLD,LOT-RM-002-0128
GM-2025-000615,B2025-00074,RM-021,69.0,kg,2025-03-06 12:00:00,HAZ,LOT-RM-012-0154
GM-2025-000616,B2025-00074,RM-017,46.89,pcs,2025-03-06 09:00:00,HAZ,LOT-RM-022-0017
GM-2025-000617,B2025-00074,RM-007,40.53,kg,2025-03-07 19:00:00,RAW1,LOT-RM-001-0181
GM-2025-000618,B2025-00075,RM-018,70.66,kg,2025-03-08 14:00:00,RAW1,LOT-RM-011-0095
GM-2025-000619,B2025-00075,RM-013,62.09,L,2025-03-07 14:00:00,HAZ,LOT-RM-012-0072
GM-2025-000620,B2025-00075,RM-010,54.9,kg,2025-03-08 02:00:00,COLD,LOT-RM-016-0078
GM-2025-000621,B2025-00075,RM-014,55.73,L,2025-03-08 07:00:00,COLD,LOT-RM-014-0236
GM-2025-000622,B2025-00075,RM-023,65.93,kg,2025-03-07 16:00:00,HAZ,LOT-RM-006-0131
GM-2025-000623,B2025-00075,RM-017,15.83,pcs,2025-03-08 04:00:00,HAZ,LOT-RM-015-0194
GM-2025-000624,B2025-00075,RM-006,41.87,kg,2025-03-08 17:00:00,RAW2,LOT-RM-020-0121
GM-2025-000625,B2025-00076,RM-018,55.04,kg,2025-03-09 20:00:00,HAZ,LOT-RM-003-0088
GM-2025-000626,B2025-00076,RM-021,69.54,kg,2025-03-11 01:00:00,RAW1,LOT-RM-003-0065
GM-2025-000627,B2025-00076,RM-010,58.45,kg,2025-03-11 07:00:00,COLD,LOT-RM-018-0240
GM-2025-000628,B2025-00076,RM-017,50.4,pcs,2025-03-10 08:00:00,COLD,LOT-RM-010-0153
GM-2025-000629,B2025-00076,RM-007,50.65,kg,2025-03-10 23:00:00,RAW2,LOT-RM-022-0081
GM-2025-000630,B2025-00076,RM-009,42.82,pcs,2025-03-10 11:00:00,RAW2,LOT-RM-023-0145
GM-2025-000631,B2025-00076,RM-003,32.13,kg,2025-03-10 03:00:00,COLD,LOT-RM-017-0079
GM-2025-000632,B2025-00076,RM-001,13.07,pcs,2025-03-10 03:00:00,COLD,LOT-RM-008-0133
GM-2025-000633,B2025-00076,RM-015,61.39,L,2025-03-11 10:00:00,HAZ,LOT-RM-012-0072
GM-2025-000634,B2025-00076,RM-006,53.0,kg,2025-03-10 07:00:00,HAZ,LOT-RM-015-0172
GM-2025-000635,B2025-00077,RM-003,27.15,kg,2025-03-11 12:00:00,RAW2,LOT-RM-025-0206
GM-2025-000636,B2025-00077,RM-024,70.75,L,2025-03-11 17:00:00,COLD,LOT-RM-012-0049
GM-2025-000637,B2025-00077,RM-023,63.96,kg,2025-03-11 16:00:00,COLD,LOT-RM-002-0183
GM-2025-000638,B2025-00077,RM-004,55.31,kg,2025-03-11 07:00:00,COLD,LOT-RM-016-0053
GM-2025-000639,B2025-00077,RM-020,64.19,pcs,2025-03-11 02:00:00,RAW2,LOT-RM-017-0031
GM-2025-000640,B2025-00077,RM-007,57.08,kg,2025-03-11 19:00:00,COLD,LOT-RM-003-0164
GM-2025-000641,B2025-00077,RM-010,33.36,kg,2025-03-10 12:00:00,RAW2,LOT-RM-012-0154
GM-2025-000642,B2025-00077,RM-006,71.35,kg,2025-03-11 13:00:00,COLD,LOT-RM-011-0047
GM-2025-000643,B2025-00078,RM-002,56.23,pcs,2025-03-07 11:00:00,RAW2,LOT-RM-018-0101
GM-2025-000644,B2025-00078,RM-001,35.1,pcs,2025-03-07 18:00:00,COLD,LOT-RM-015-0239
GM-2025-000645,B2025-00078,RM-009,35.33,pcs,2025-03-08 00:00:00,HAZ,LOT-RM-012-0138
GM-2025-000646,B2025-00078,RM-021,60.71,kg,2025-03-07 09:00:00,RAW2,LOT-RM-008-0066
GM-2025-000647,B2025-00078,RM-024,43.5,L,2025-03-08 02:00:00,RAW1,LOT-RM-003-0065
GM-2025-000648,B2025-00078,RM-023,55.09,kg,2025-03-06 19:00:00,HAZ,LOT-RM-004-0209
GM-2025-000649,B2025-00078,RM-020,72.58,pcs,2025-03-07 23:00:00,HAZ,LOT-RM-002-0001
GM-2025-000650,B2025-00078,RM-005,51.46,pcs,2025-03-06 16:00:00,RAW2,LOT-RM-003-0208
GM-2025-000651,B2025-00078,RM-015,54.3,L,2025-03-07 04:00:00,HAZ,LOT-RM-018-0117
GM-2025-000652,B2025-00078,RM-013,69.15,L,2025-03-07 23:00:00,COLD,LOT-RM-006-0131
GM-2025-000653,B2025-00078,RM-016,40.78,L,2025-03-08 00:00:00,HAZ,LOT-RM-015-0051
GM-2025-000654,B2025-00078,RM-014,48.49,L,2025-03-07 05:00:00,RAW1,LOT-RM-004-0110
GM-2025-000655,B2025-00079,RM-006,45.61,kg,2025-03-08 06:00:00,RAW1,LOT-RM-022-0122
GM-2025-000656,B2025-00079,RM-001,17.92,pcs,2025-03-07 19:00:00,HAZ,LOT-RM-022-0081
GM-2025-000657,B2025-00079,RM-015,62.3,L,2025-03-06 23:00:00,RAW2,LOT-RM-011-0047
GM-2025-000658,B2025-00079,RM-008,20.96,kg,2025-03-06 23:00:00,COLD,LOT-RM-016-0195
GM-2025-000659,B2025-00079,RM-011,74.45,L,2025-03-06 19:00:00,RAW1,LOT-RM-019-0217
GM-2025-000660,B2025-00079,RM-017,64.6,pcs,2025-03-06 20:00:00,COLD,LOT-RM-014-0028
GM-2025-000661,B2025-00079,RM-016,36.22,L,2025-03-08 03:00:00,COLD,LOT-RM-019-0033
GM-2025-000662,B2025-00079,RM-009,42.31,pcs,2025-03-06 22:00:00,HAZ,LOT-RM-016-0053
GM-2025-000663,B2025-00079,RM-021,76.26,kg,2025-03-06 18:00:00,RAW1,LOT-RM-004-0003
GM-2025-000664,B2025-00079,RM-024,46.29,L,2025-03-06 23:00:00,COLD,LOT-RM-017-0160
GM-2025-000665,B2025-00079,RM-013,61.39,L,2025-03-08 14:00:00,COLD,LOT-RM-014-0073
GM-2025-000666,B2025-00079,RM-004,61.08,kg,2025-03-07 19:00:00,RAW2,LOT-RM-023-0060
GM-2025-000667,B2025-00080,RM-017,54.24,pcs,2025-03-08 17:00:00,COLD,LOT-RM-015-0238
GM-2025-000668,B2025-00080,RM-006,61.12,kg,2025-03-08 13:00:00,COLD,LOT-RM-016-0216
GM-2025-000669,B2025-00080,RM-023,66.4,kg,2025-03-07 17:00:00,RAW2,LOT-RM-008-0006
GM-2025-000670,B2025-00080,RM-016,36.48,L,2025-03-08 13:00:00,COLD,LOT-RM-017-0196
GM-2025-000671,B2025-00080,RM-018,58.8,kg,2025-03-07 16:00:00,RAW2,LOT-RM-001-0207
GM-2025-000672,B2025-00080,RM-010,55.77,kg,2025-03-08 02:00:00,RAW2,LOT-RM-016-0139
GM-2025-000673,B2025-00080,RM-001,31.32,pcs,2025-03-08 17:00:00,RAW1,LOT-RM-006-0042
GM-2025-000674,B2025-00080,RM-015,58.51,L,2025-03-07 07:00:00,COLD,LOT-RM-003-0208
GM-2025-000675,B2025-00081,RM-010,41.05,kg,2025-03-10 04:00:00,RAW1,LOT-RM-003-0064
GM-2025-000676,B2025-00081,RM-013,74.8,L,2025-03-10 23:00:00,RAW2,LOT-RM-025-0062
GM-2025-000677,B2025-00081,RM-019,36.76,pcs,2025-03-11 02:00:00,RAW2,LOT-RM-007-0229
GM-2025-000678,B2025-00081,RM-014,70.98,L,2025-03-10 08:00:00,RAW2,LOT-RM-012-0072
GM-2025-000679,B2025-00081,RM-017,53.83,pcs,2025-03-10 03:00:00,RAW1,LOT-RM-025-0062
GM-2025-000680,B2025-00081,RM-011,51.68,L,2025-03-11 15:00:00,COLD,LOT-RM-008-0112
GM-2025-000681,B2025-00081,RM-012,63.69,pcs,2025-03-11 10:00:00,HAZ,LOT-RM-012-0115
GM-2025-000682,B2025-00081,RM-016,43.85,L,2025-03-10 10:00:00,RAW2,LOT-RM-013-0026
GM-2025-000683,B2025-00081,RM-002,51.24,pcs,2025-03-10 02:00:00,HAZ,LOT-RM-002-0183
GM-2025-000684,B2025-00081,RM-024,44.15,L,2025-03-11 01:00:00,HAZ,LOT-RM-002-0039
GM-2025-000685,B2025-00081,RM-025,58.64,pcs,2025-03-11 20:00:00,HAZ,LOT-RM-019-0218
GM-2025-000686,B2025-00081,RM-003,51.69,kg,2025-03-11 12:00:00,HAZ,LOT-RM-008-0006
GM-2025-000687,B2025-00082,RM-021,63.93,kg,2025-03-10 11:00:00,HAZ,LOT-RM-008-0112
GM-2025-000688,B2025-00082,RM-002,59.97,pcs,2025-03-11 07:00:00,COLD,LOT-RM-023-0083
GM-2025-000689,B2025-00082,RM-007,51.18,kg,2025-03-09 23:00:00,HAZ,LOT-RM-003-0130
GM-2025-000690,B2025-00082,RM-005,55.82,pcs,2025-03-11 13:00:00,HAZ,LOT-RM-013-0215
GM-2025-000691,B2025-00082,RM-016,32.14,L,2025-03-11 02:00:00,RAW2,LOT-RM-012-0096
GM-2025-000692,B2025-00082,RM-010,24.56,kg,2025-03-10 07:00:00,RAW1,LOT-RM-012-0154
GM-2025-000693,B2025-00082,RM-003,38.0,kg,2025-03-11 18:00:00,HAZ,LOT-RM-009-0044
GM-2025-000694,B2025-00082,RM-022,57.3,pcs,2025-03-10 23:00:00,RAW2,LOT-RM-020-0056
GM-2025-000695,B2025-00082,RM-004,68.91,kg,2025-03-10 18:00:00,COLD,LOT-RM-023-0104
GM-2025-000696,B2025-00083,RM-014,64.73,L,2025-03-14 07:00:00,COLD,LOT-RM-009-0231
GM-2025-000697,B2025-00083,RM-011,41.76,L,2025-03-14 06:00:00,HAZ,LOT-RM-012-0154
GM-2025-000698,B2025-00083,RM-013,53.73,L,2025-03-14 22:00:00,RAW1,LOT-RM-020-0176
GM-2025-000699,B2025-00083,RM-003,38.33,kg,2025-03-15 04:00:00,RAW2,LOT-RM-007-0166
GM-2025-000700,B2025-00083,RM-005,45.48,pcs,2025-03-15 12:00:00,RAW1,LOT-RM-015-0116
GM-2025-000701,B2025-00083,RM-020,59.53,pcs,2025-03-15 13:00:00,RAW1,LOT-RM-018-0100
GM-2025-000702,B2025-00083,RM-025,73.34,pcs,2025-03-15 04:00:00,COLD,LOT-RM-008-0093
GM-2025-000703,B2025-00083,RM-012,68.94,pcs,2025-03-14 16:00:00,RAW1,LOT-RM-001-0126
GM-2025-000704,B2025-00083,RM-008,56.73,kg,2025-03-14 19:00:00,HAZ,LOT-RM-011-0233
GM-2025-000705,B2025-00084,RM-006,48.49,kg,2025-03-17 11:00:00,HAZ,LOT-RM-008-0066
GM-2025-000706,B2025-00084,RM-014,48.45,L,2025-03-18 04:00:00,RAW2,LOT-RM-010-0069
GM-2025-000707,B2025-00084,RM-016,41.52,L,2025-03-18 05:00:00,COLD,LOT-RM-022-0123
GM-2025-000708,B2025-00084,RM-005,76.04,pcs,2025-03-17 16:00:00,RAW2,LOT-RM-021-0057
GM-2025-000709,B2025-00084,RM-009,42.84,pcs,2025-03-18 19:00:00,RAW2,LOT-RM-019-0217
GM-2025-000710,B2025-00084,RM-002,52.37,pcs,2025-03-17 08:00:00,HAZ,LOT-RM-009-0094
GM-2025-000711,B2025-00084,RM-017,58.12,pcs,2025-03-17 09:00:00,RAW2,LOT-RM-010-0024
GM-2025-000712,B2025-00084,RM-004,67.77,kg,2025-03-19 03:00:00,RAW2,LOT-RM-010-0024
GM-2025-000713,B2025-00084,RM-008,37.15,kg,2025-03-18 21:00:00,RAW1,LOT-RM-003-0065
GM-2025-000714,B2025-00084,RM-013,54.91,L,2025-03-17 11:00:00,COLD,LOT-RM-015-0116
GM-2025-000715,B2025-00084,RM-025,78.62,pcs,2025-03-17 15:00:00,COLD,LOT-RM-025-0037
GM-2025-000716,B2025-00085,RM-008,51.89,kg,2025-03-21 11:00:00,RAW2,LOT-RM-022-0059
GM-2025-000717,B2025-00085,RM-019,29.34,pcs,2025-03-21 20:00:00,COLD,LOT-RM-006-0043
GM-2025-000718,B2025-00085,RM-018,64.51,kg,2025-03-22 03:00:00,RAW1,LOT-RM-023-0060
GM-2025-000719,B2025-00085,RM-004,55.91,kg,2025-03-20 23:00:00,RAW1,LOT-RM-024-0147
GM-2025-000720,B2025-00085,RM-003,41.19,kg,2025-03-22 11:00:00,RAW2,LOT-RM-014-0074
GM-2025-000721,B2025-00085,RM-020,55.35,pcs,2025-03-22 05:00:00,HAZ,LOT-RM-021-0242
GM-2025-000722,B2025-00085,RM-021,59.88,kg,2025-03-21 21:00:00,RAW2,LOT-RM-025-0061
GM-2025-000723,B2025-00085,RM-002,43.23,pcs,2025-03-20 19:00:00,RAW2,LOT-RM-013-0155
GM-2025-000724,B2025-00085,RM-005,63.21,pcs,2025-03-22 15:00:00,RAW1,LOT-RM-024-0018
GM-2025-000725,B2025-00085,RM-013,54.22,L,2025-03-21 00:00:00,COLD,LOT-RM-007-0210
GM-2025-000726,B2025-00085,RM-014,53.76,L,2025-03-21 05:00:00,RAW1,LOT-RM-020-0200
GM-2025-000727,B2025-00086,RM-019,47.19,pcs,2025-03-25 02:00:00,COLD,LOT-RM-008-0186
GM-2025-000728,B2025-00086,RM-001,40.01,pcs,2025-03-24 02:00:00,RAW2,LOT-RM-011-0137
GM-2025-000729,B2025-00086,RM-018,70.07,kg,2025-03-24 02:00:00,RAW2,LOT-RM-021-0202
GM-2025-000730,B2025-00086,RM-022,86.83,pcs,2025-03-23 15:00:00,COLD,LOT-RM-021-0219
GM-2025-000731,B2025-00086,RM-004,66.72,kg,2025-03-24 01:00:00,COLD,LOT-RM-006-0132
GM-2025-000732,B2025-00086,RM-011,49.14,L,2025-03-23 16:00:00,RAW1,LOT-RM-018-0101
GM-2025-000733,B2025-00086,RM-003,50.68,kg,2025-03-23 23:00:00,RAW2,LOT-RM-017-0013
GM-2025-000734,B2025-00086,RM-020,51.68,pcs,2025-03-24 21:00:00,RAW2,LOT-RM-019-0217
GM-2025-000735,B2025-00086,RM-010,44.37,kg,2025-03-23 23:00:00,RAW2,LOT-RM-023-0221
GM-2025-000736,B2025-00086,RM-007,52.05,kg,2025-03-25 05:00:00,COLD,LOT-RM-024-0147
GM-2025-000737,B2025-00086,RM-025,60.4,pcs,2025-03-24 08:00:00,HAZ,LOT-RM-001-0063
GM-2025-000738,B2025-00086,RM-012,66.81,pcs,2025-03-24 20:00:00,RAW2,LOT-RM-001-0182
GM-2025-000739,B2025-00087,RM-017,45.02,pcs,2025-03-27 15:00:00,RAW2,LOT-RM-006-0042
GM-2025-000740,B2025-00087,RM-016,47.81,L,2025-03-27 10:00:00,RAW1,LOT-RM-024-0018
GM-2025-000741,B2025-00087,RM-001,44.29,pcs,2025-03-26 18:00:00,RAW2,LOT-RM-002-0001
GM-2025-000742,B2025-00087,RM-008,71.97,kg,2025-03-26 12:00:00,HAZ,LOT-RM-010-0136
GM-2025-000743,B2025-00087,RM-025,71.88,pcs,2025-03-27 01:00:00,HAZ,LOT-RM-018-0141
GM-2025-000744,B2025-00087,RM-006,54.64,kg,2025-03-27 04:00:00,HAZ,LOT-RM-004-0228
GM-2025-000745,B2025-00088,RM-008,40.75,kg,2025-03-11 18:00:00,COLD,LOT-RM-021-0202
GM-2025-000746,B2025-00088,RM-016,28.25,L,2025-03-11 15:00:00,HAZ,LOT-RM-014-0193
GM-2025-000747,B2025-00088,RM-010,46.42,kg,2025-03-10 17:00:00,HAZ,LOT-RM-006-0043
GM-2025-000748,B2025-00088,RM-015,58.75,L,2025-03-11 09:00:00,HAZ,LOT-RM-019-0033
GM-2025-000749,B2025-00088,RM-005,39.53,pcs,2025-03-10 03:00:00,RAW2,LOT-RM-004-0019
GM-2025-000750,B2025-00088,RM-018,54.96,kg,2025-03-11 15:00:00,COLD,LOT-RM-016-0216
GM-2025-000751,B2025-00088,RM-019,34.2,pcs,2025-03-10 20:00:00,RAW1,LOT-RM-013-0155
GM-2025-000752,B2025-00088,RM-001,31.68,pcs,2025-03-11 03:00:00,HAZ,LOT-RM-013-0097
GM-2025-000753,B2025-00088,RM-023,51.29,kg,2025-03-10 20:00:00,COLD,LOT-RM-011-0007
GM-2025-000754,B2025-00088,RM-017,46.45,pcs,2025-03-10 21:00:00,HAZ,LOT-RM-015-0051
GM-2025-000755,B2025-00088,RM-025,50.57,pcs,2025-03-12 01:00:00,RAW1,LOT-RM-020-0056
GM-2025-000756,B2025-00088,RM-024,48.84,L,2025-03-11 04:00:00,RAW2,LOT-RM-015-0116
GM-2025-000757,B2025-00089,RM-001,39.84,pcs,2025-03-17 02:00:00,COLD,LOT-RM-020-0102
GM-2025-000758,B2025-00089,RM-011,31.73,L,2025-03-16 00:00:00,RAW2,LOT-RM-006-0005
GM-2025-000759,B2025-00089,RM-025,55.8,pcs,2025-03-15 23:00:00,HAZ,LOT-RM-003-0065
GM-2025-000760,B2025-00089,RM-004,62.06,kg,2025-03-16 16:00:00,HAZ,LOT-RM-020-0120
GM-2025-000761,B2025-00089,RM-008,53.95,kg,2025-03-17 06:00:00,HAZ,LOT-RM-012-0096
GM-2025-000762,B2025-00089,RM-021,97.23,kg,2025-03-15 22:00:00,HAZ,LOT-RM-021-0034
GM-2025-000763,B2025-00089,RM-002,61.15,pcs,2025-03-16 11:00:00,RAW1,LOT-RM-001-0063
GM-2025-000764,B2025-00090,RM-022,52.52,pcs,2025-03-23 02:00:00,RAW1,LOT-RM-015-0076
GM-2025-000765,B2025-00090,RM-016,42.63,L,2025-03-22 09:00:00,RAW1,LOT-RM-005-0090
GM-2025-000766,B2025-00090,RM-001,41.45,pcs,2025-03-22 15:00:00,HAZ,LOT-RM-004-0228
GM-2025-000767,B2025-00090,RM-008,50.06,kg,2025-03-23 03:00:00,HAZ,LOT-RM-006-0020
GM-2025-000768,B2025-00090,RM-005,75.2,pcs,2025-03-23 00:00:00,COLD,LOT-RM-006-0091
GM-2025-000769,B2025-00090,RM-013,64.06,L,2025-03-22 18:00:00,HAZ,LOT-RM-015-0011
GM-2025-000770,B2025-00090,RM-006,55.5,kg,2025-03-22 16:00:00,RAW1,LOT-RM-006-0091
GM-2025-000771,B2025-00091,RM-022,46.97,pcs,2025-03-25 03:00:00,COLD,LOT-RM-014-0237
GM-2025-000772,B2025-00091,RM-018,59.37,kg,2025-03-25 23:00:00,RAW2,LOT-RM-004-0003
GM-2025-000773,B2025-00091,RM-010,51.89,kg,2025-03-24 21:00:00,RAW2,LOT-RM-011-0191
GM-2025-000774,B2025-00091,RM-004,82.37,kg,2025-03-26 12:00:00,COLD,LOT-RM-021-0016
GM-2025-000775,B2025-00091,RM-016,32.75,L,2025-03-24 16:00:00,RAW2,LOT-RM-018-0162
GM-2025-000776,B2025-00091,RM-020,45.21,pcs,2025-03-26 00:00:00,COLD,LOT-RM-011-0007
GM-2025-000777,B2025-00091,RM-009,49.45,pcs,2025-03-25 19:00:00,HAZ,LOT-RM-002-0086
GM-2025-000778,B2025-00091,RM-013,61.11,L,2025-03-26 06:00:00,HAZ,LOT-RM-004-0089
GM-2025-000779,B2025-00091,RM-025,57.47,pcs,2025-03-26 06:00:00,COLD,LOT-RM-014-0073
GM-2025-000780,B2025-00091,RM-003,43.18,kg,2025-03-25 14:00:00,RAW1,LOT-RM-025-0206
GM-2025-000781,B2025-00092,RM-017,50.31,pcs,2025-03-26 00:00:00,HAZ,LOT-RM-007-0111
GM-2025-000782,B2025-00092,RM-002,75.71,pcs,2025-03-26 20:00:00,RAW1,LOT-RM-014-0171
GM-2025-000783,B2025-00092,RM-023,72.04,kg,2025-03-26 07:00:00,RAW1,LOT-RM-003-0040
GM-2025-000784,B2025-00092,RM-012,66.62,pcs,2025-03-25 20:00:00,COLD,LOT-RM-014-0170
GM-2025-000785,B2025-00092,RM-008,41.74,kg,2025-03-26 17:00:00,HAZ,LOT-RM-009-0188
GM-2025-000786,B2025-00092,RM-014,58.24,L,2025-03-26 18:00:00,COLD,LOT-RM-025-0037
GM-2025-000787,B2025-00093,RM-007,41.13,kg,2025-03-21 20:00:00,RAW2,LOT-RM-010-0024
GM-2025-000788,B2025-00093,RM-002,44.32,pcs,2025-03-21 11:00:00,HAZ,LOT-RM-012-0071
GM-2025-000789,B2025-00093,RM-004,52.4,kg,2025-03-20 21:00:00,RAW2,LOT-RM-015-0011
GM-2025-000790,B2025-00093,RM-023,62.33,kg,2025-03-19 22:00:00,COLD,LOT-RM-005-0004
GM-2025-000791,B2025-00093,RM-010,47.89,kg,2025-03-20 04:00:00,RAW2,LOT-RM-002-0108
